Orthogroup	Species	protein	Orthologs
OG0001405	protein_2	WP_038674234.1	WP_021320845.1
OG0001405	protein_3	WP_038674234.1	WP_041785534.1
OG0001406	protein_3	WP_038674237.1	WP_154803808.1
OG0001406	protein_2	WP_038674237.1	WP_206152483.1
OG0001407	protein_2	WP_038674239.1	WP_206152485.1
OG0001407	protein_3	WP_038674239.1	WP_038674239.1
OG0001408	protein_2	WP_038674241.1	WP_038674241.1
OG0001408	protein_3	WP_038674241.1	WP_012677856.1
OG0001409	protein_3	WP_038674246.1	WP_154803819.1
OG0001409	protein_2	WP_038674246.1	WP_206152496.1
OG0001410	protein_2	WP_038674249.1	WP_012677877.1
OG0001410	protein_3	WP_038674249.1	WP_021320823.1
OG0001411	protein_3	WP_038674251.1	WP_154804387.1
OG0001411	protein_2	WP_038674251.1	WP_206152500.1
OG0001412	protein_3	WP_038674253.1	WP_154803824.1
OG0001412	protein_2	WP_038674253.1	WP_206152504.1
OG0001413	protein_3	WP_038674254.1	WP_037581014.1
OG0001413	protein_2	WP_038674254.1	WP_126436753.1
OG0001414	protein_2	WP_038674257.1	WP_206152507.1
OG0001414	protein_3	WP_038674257.1	WP_043053130.1
OG0001415	protein_3	WP_038674265.1	WP_043053121.1
OG0001415	protein_2	WP_038674265.1	WP_206158658.1
OG0001416	protein_3	WP_038674268.1	WP_012677910.1
OG0001416	protein_2	WP_038674268.1	WP_042670686.1
OG0001417	protein_2	WP_038674269.1	WP_021320798.1
OG0001417	protein_3	WP_038674269.1	WP_043030821.1
OG0001418	protein_2	WP_038674271.1	WP_206158653.1
OG0001418	protein_3	WP_038674271.1	WP_012677916.1
OG0001419	protein_2	WP_038674273.1	WP_206158651.1
OG0001419	protein_3	WP_038674273.1	WP_172954512.1
OG0001420	protein_2	WP_038674275.1	WP_012679550.1
OG0001420	protein_3	WP_038674275.1	WP_012679550.1
OG0001421	protein_2	WP_038674277.1	WP_206159086.1
OG0001421	protein_3	WP_038674277.1	WP_154804389.1
OG0001422	protein_2	WP_038674279.1	WP_021320791.1
OG0001422	protein_3	WP_038674279.1	WP_021320791.1
OG0001423	protein_3	WP_038674283.1	WP_172954533.1
OG0001423	protein_2	WP_038674283.1	WP_206159085.1
OG0001424	protein_3	WP_038674289.1	WP_154803987.1
OG0001424	protein_2	WP_038674289.1	WP_111690019.1
OG0001425	protein_3	WP_038674291.1	WP_154803988.1
OG0001425	protein_2	WP_038674291.1	WP_111690018.1
OG0001426	protein_3	WP_038674294.1, WP_041788155.1	WP_154804403.1
OG0001427	protein_3	WP_038674298.1	WP_021320773.1
OG0001427	protein_2	WP_038674298.1	WP_037581191.1
OG0001428	protein_2	WP_038674300.1	WP_206158630.1
OG0001428	protein_3	WP_038674300.1	WP_154804392.1
OG0001429	protein_3	WP_038674303.1	WP_154803849.1
OG0001429	protein_2	WP_038674303.1	WP_043038966.1
OG0001430	protein_2	WP_038674312.1	WP_041790444.1
OG0001430	protein_3	WP_038674312.1	WP_038674312.1
OG0001431	protein_2	WP_038674314.1	WP_206158619.1
OG0001431	protein_3	WP_038674314.1	WP_165623376.1
OG0001432	protein_2	WP_038674316.1	WP_159334861.1
OG0001432	protein_3	WP_038674316.1	WP_154803864.1
OG0001433	protein_2	WP_038674332.1	WP_206159056.1
OG0001433	protein_3	WP_038674332.1	WP_154804394.1
OG0001434	protein_2	WP_038674334.1	WP_115250889.1
OG0001434	protein_3	WP_038674334.1	WP_043053035.1
OG0001435	protein_2	WP_038674336.1	WP_037578426.1
OG0001435	protein_3	WP_038674336.1	WP_012515514.1
OG0001436	protein_3	WP_038674339.1	WP_154803882.1
OG0001436	protein_2	WP_038674339.1	WP_165627297.1
OG0001437	protein_2	WP_038674341.1	WP_206159039.1
OG0001437	protein_3	WP_038674341.1	WP_154803907.1
OG0001438	protein_3	WP_038674348.1	WP_154803917.1
OG0001438	protein_2	WP_038674348.1	WP_206159029.1
OG0001439	protein_3	WP_038674351.1	WP_021320668.1
OG0001439	protein_2	WP_038674351.1	WP_042670527.1
OG0001440	protein_2	WP_038674354.1	WP_206159021.1
OG0001440	protein_3	WP_038674354.1	WP_154803921.1
OG0001441	protein_3	WP_038674369.1	WP_043030687.1
OG0001441	protein_2	WP_038674369.1	WP_206159001.1
OG0001442	protein_2	WP_038674371.1	WP_206159000.1
OG0001442	protein_3	WP_038674371.1	WP_043030686.1
OG0001443	protein_3	WP_038674374.1	WP_154803939.1
OG0001443	protein_2	WP_038674374.1	WP_042670491.1
OG0001444	protein_3	WP_038674375.1	WP_232013959.1
OG0001444	protein_2	WP_038674375.1	WP_231147224.1
OG0001445	protein_3	WP_038674382.1	WP_154803946.1
OG0001445	protein_2	WP_038674382.1	WP_206156315.1
OG0001446	protein_2	WP_038674389.1	WP_012678178.1
OG0001446	protein_3	WP_038674389.1	WP_012678178.1
OG0001447	protein_2	WP_038674391.1	WP_206156325.1
OG0001447	protein_3	WP_038674391.1	WP_154803964.1
OG0001448	protein_3	WP_038674392.1	WP_051603707.1
OG0001448	protein_2	WP_038674392.1	WP_206156327.1
OG0001449	protein_2	WP_038674395.1	WP_043029568.1
OG0001449	protein_3	WP_038674395.1	WP_154803966.1
OG0001450	protein_3	WP_038674400.1	WP_038674400.1
OG0001450	protein_2	WP_038674400.1	WP_038674400.1
OG0001451	protein_3	WP_038674402.1	WP_154803972.1
OG0001451	protein_2	WP_038674402.1	WP_043025566.1
OG0001452	protein_2	WP_038674423.1	WP_206156330.1
OG0001452	protein_3	WP_038674423.1	WP_043052912.1
OG0001453	protein_2	WP_038674426.1	WP_111677895.1
OG0001453	protein_3	WP_038674426.1	WP_043029529.1
OG0001454	protein_2	WP_038674429.1	WP_043025537.1
OG0001454	protein_3	WP_038674429.1	WP_154804013.1
OG0001455	protein_3	WP_038674439.1	WP_165620487.1
OG0001455	protein_2	WP_038674439.1	WP_021320543.1
OG0001456	protein_2	WP_038674443.1	WP_206156338.1
OG0001456	protein_3	WP_038674443.1	WP_043030615.1
OG0001457	protein_3	WP_038674447.1	WP_138118967.1
OG0001457	protein_2	WP_038674447.1	WP_012678274.1
OG0001458	protein_3	WP_038674449.1	WP_172954516.1
OG0001458	protein_2	WP_038674449.1	WP_041785362.1
OG0001459	protein_2	WP_038674458.1	WP_012678311.1
OG0001459	protein_3	WP_038674458.1	WP_012678311.1
OG0001460	protein_3	WP_038674459.1	WP_041785349.1
OG0001460	protein_2	WP_038674459.1	WP_012678312.1
OG0001461	protein_3	WP_038674462.1	WP_012678328.1
OG0001461	protein_2	WP_038674462.1	WP_206156365.1
OG0001462	protein_2	WP_038674466.1	WP_043029461.1
OG0001462	protein_3	WP_038674466.1	WP_154804053.1
OG0001463	protein_3	WP_038674473.1	WP_154804070.1
OG0001463	protein_2	WP_038674473.1	WP_206156372.1
OG0001464	protein_2	WP_038674475.1	WP_206156375.1
OG0001464	protein_3	WP_038674475.1	WP_154804071.1
OG0001465	protein_3	WP_038674478.1	WP_154804073.1
OG0001465	protein_2	WP_038674478.1	WP_043030544.1
OG0001466	protein_3	WP_038674480.1	WP_021320460.1
OG0001466	protein_2	WP_038674480.1	WP_206156377.1
OG0001467	protein_2	WP_038674487.1	WP_206156388.1
OG0001467	protein_3	WP_038674487.1	WP_154804410.1
OG0001468	protein_3	WP_038674490.1	WP_043983764.1
OG0001468	protein_2	WP_038674490.1	WP_165627892.1
OG0001469	protein_3	WP_038674494.1	WP_154804085.1
OG0001469	protein_2	WP_038674494.1	WP_041785314.1
OG0001470	protein_2	WP_038674497.1	WP_012678408.1
OG0001470	protein_3	WP_038674497.1	WP_012678408.1
OG0001471	protein_2	WP_038674501.1	WP_038674501.1
OG0001471	protein_3	WP_038674501.1	WP_172954519.1
OG0001472	protein_3	WP_038674505.1	WP_172954520.1
OG0001472	protein_2	WP_038674505.1	WP_043983775.1
OG0001473	protein_3	WP_038674514.1	WP_012678440.1
OG0001473	protein_2	WP_038674514.1	WP_012678440.1
OG0001474	protein_2	WP_038674519.1	WP_206156402.1
OG0001474	protein_3	WP_038674519.1	WP_038674519.1
OG0001475	protein_3	WP_038674522.1	WP_037580139.1
OG0001475	protein_2	WP_038674522.1	WP_206156405.1
OG0001476	protein_2	WP_038674526.1	WP_154804109.1
OG0001476	protein_3	WP_038674526.1	WP_154804109.1
OG0001477	protein_2	WP_038674528.1	WP_037580194.1
OG0001477	protein_3	WP_038674528.1	WP_043029378.1
OG0001478	protein_2	WP_038674530.1	WP_115250614.1
OG0001478	protein_3	WP_038674530.1	WP_154804113.1
OG0001479	protein_2	WP_038674531.1	WP_115250613.1
OG0001479	protein_3	WP_038674531.1	WP_154804114.1
OG0001480	protein_3	WP_038674534.1	WP_154804118.1
OG0001480	protein_2	WP_038674534.1	WP_115250610.1
OG0001481	protein_2	WP_038674536.1	WP_115250608.1
OG0001481	protein_3	WP_038674536.1	WP_154804119.1
OG0001482	protein_3	WP_038674542.1	WP_154804122.1
OG0001482	protein_2	WP_038674542.1	WP_115250602.1
OG0001483	protein_2	WP_038674544.1	WP_111710310.1
OG0001483	protein_3	WP_038674544.1	WP_043025214.1
OG0001484	protein_3	WP_038674547.1	WP_154804125.1
OG0001484	protein_2	WP_038674547.1	WP_038674547.1
OG0001485	protein_2	WP_038674555.1	WP_200831602.1
OG0001485	protein_3	WP_038674555.1	WP_172954541.1
OG0001486	protein_2	WP_038674558.1	WP_115250593.1
OG0001486	protein_3	WP_038674558.1	WP_111710298.1
OG0001487	protein_2	WP_038674560.1	WP_115251467.1
OG0001487	protein_3	WP_038674560.1	WP_154804414.1
OG0001488	protein_2	WP_038674564.1	WP_037580303.1
OG0001488	protein_3	WP_038674564.1	WP_111677738.1
OG0001489	protein_2	WP_038674568.1	WP_115250589.1
OG0001489	protein_3	WP_038674568.1	WP_037580305.1
OG0001490	protein_3	WP_038674571.1	WP_154804137.1
OG0001490	protein_2	WP_038674571.1	WP_115250581.1
OG0001491	protein_3	WP_038674573.1	WP_154804140.1
OG0001491	protein_2	WP_038674573.1	WP_115250575.1
OG0001492	protein_3	WP_038674578.1	WP_154804146.1
OG0001492	protein_2	WP_038674578.1	WP_126436299.1
OG0001493	protein_2	WP_038674592.1	WP_206158942.1
OG0001493	protein_3	WP_038674592.1	WP_037580456.1
OG0001494	protein_2	WP_038674595.1	WP_206159071.1
OG0001494	protein_3	WP_038674595.1	WP_154804178.1
OG0001495	protein_2	WP_038674601.1	WP_206158934.1
OG0001495	protein_3	WP_038674601.1	WP_012677305.1
OG0001496	protein_3	WP_038674604.1	WP_154804418.1
OG0001496	protein_2	WP_038674604.1	WP_206158927.1
OG0001497	protein_3	WP_038674608.1	WP_154804199.1
OG0001497	protein_2	WP_038674608.1	WP_206158924.1
OG0001498	protein_2	WP_038674610.1	WP_206158923.1
OG0001498	protein_3	WP_038674610.1	WP_232013888.1
OG0001499	protein_3	WP_038674622.1	WP_042669843.1
OG0001499	protein_2	WP_038674622.1	WP_206158908.1
OG0001500	protein_2	WP_038674626.1	WP_206158897.1
OG0001500	protein_3	WP_038674626.1	WP_154804229.1
OG0001501	protein_3	WP_038674630.1	WP_154804232.1
OG0001501	protein_2	WP_038674630.1	WP_206158894.1
OG0001502	protein_2	WP_038674642.1	WP_206158886.1
OG0001502	protein_3	WP_038674642.1	WP_042669797.1
OG0001503	protein_3	WP_038674647.1	WP_012514750.1
OG0001503	protein_2	WP_038674647.1	WP_206158879.1
OG0001504	protein_3	WP_038674659.1	WP_043039910.1
OG0001504	protein_2	WP_038674659.1	WP_206158871.1
OG0001505	protein_2	WP_038674662.1	WP_206158868.1
OG0001505	protein_3	WP_038674662.1	WP_043039889.1
OG0001506	protein_3	WP_038674668.1	WP_154804255.1
OG0001506	protein_2	WP_038674668.1	WP_206158858.1
OG0001507	protein_3	WP_038674671.1	WP_012677181.1
OG0001507	protein_2	WP_038674671.1	WP_012677181.1
OG0001508	protein_2	WP_038674675.1	WP_111710909.1
OG0001508	protein_3	WP_038674675.1	WP_111692886.1
OG0001509	protein_2	WP_038674677.1	WP_206158823.1
OG0001509	protein_3	WP_038674677.1	WP_154804275.1
OG0001510	protein_2	WP_038674686.1	WP_206159093.1
OG0001510	protein_3	WP_038674686.1	WP_154804295.1
OG0001511	protein_2	WP_038674690.1	WP_206158791.1
OG0001511	protein_3	WP_038674690.1	WP_043026779.1
OG0001512	protein_2	WP_038674692.1	WP_206158789.1
OG0001512	protein_3	WP_038674692.1	WP_021321222.1
OG0001513	protein_2	WP_038674700.1	WP_249093245.1
OG0001513	protein_3	WP_038674700.1	WP_012678663.1
OG0001514	protein_3	WP_038674702.1	WP_015898638.1
OG0001514	protein_2	WP_038674702.1	WP_206158766.1
OG0001515	protein_2	WP_038674707.1	WP_228269178.1, WP_228294482.1
OG0001516	protein_3	WP_038674709.1	WP_154804316.1
OG0001516	protein_2	WP_038674709.1	WP_154804316.1
OG0001517	protein_2	WP_038674711.1	WP_196819689.1
OG0001517	protein_3	WP_038674711.1	WP_021321183.1
OG0001518	protein_3	WP_038674718.1	WP_043030195.1
OG0001518	protein_2	WP_038674718.1	WP_206158761.1
OG0001519	protein_3	WP_038674720.1	WP_154804322.1
OG0001519	protein_2	WP_038674720.1	WP_206158760.1
OG0001520	protein_2	WP_038674722.1	WP_206158757.1
OG0001520	protein_3	WP_038674722.1	WP_154804324.1
OG0001521	protein_3	WP_038674724.1	WP_111690450.1
OG0001521	protein_2	WP_038674724.1	WP_206158752.1
OG0001522	protein_2	WP_038674726.1	WP_206159091.1
OG0001522	protein_3	WP_038674726.1	WP_154804423.1
OG0001523	protein_2	WP_038674728.1	WP_111678623.1
OG0001523	protein_3	WP_038674728.1	WP_154804333.1
OG0001524	protein_2	WP_038674730.1	WP_111678621.1
OG0001524	protein_3	WP_038674730.1	WP_154804335.1
OG0001525	protein_3	WP_038674741.1, WP_041788190.1	WP_154803694.1
OG0001526	protein_2	WP_038674746.1	WP_206159089.1
OG0001526	protein_3	WP_038674746.1	WP_012680099.1
OG0001527	protein_2	WP_038674750.1	WP_043031370.1
OG0001527	protein_3	WP_038674750.1	WP_037579965.1
OG0001528	protein_2	WP_038674752.1	WP_043041044.1
OG0001528	protein_3	WP_038674752.1	WP_154803590.1
OG0001529	protein_2	WP_038674756.1	WP_206158711.1
OG0001529	protein_3	WP_038674756.1	WP_111710948.1
OG0001530	protein_2	WP_038674761.1	WP_037579167.1
OG0001530	protein_3	WP_038674761.1	WP_038674761.1
OG0001531	protein_3	WP_038674775.1	WP_154804377.1
OG0001531	protein_2	WP_038674775.1	WP_111710704.1
OG0001532	protein_2	WP_038674779.1	WP_138119591.1
OG0001532	protein_3	WP_038674779.1	WP_043029953.1
OG0001533	protein_3	WP_038674782.1	WP_042671147.1
OG0001533	protein_2	WP_038674782.1	WP_038674782.1
OG0001534	protein_3	WP_038674792.1	WP_043983388.1
OG0001534	protein_2	WP_038674792.1	WP_041790684.1
OG0001535	protein_3	WP_038674795.1	WP_154803770.1
OG0001535	protein_2	WP_038674795.1	WP_111678845.1
OG0001536	protein_3	WP_038674798.1	WP_111710936.1
OG0001536	protein_2	WP_038674798.1	WP_206152555.1
OG0001537	protein_2	WP_038674800.1	WP_206152556.1
OG0001537	protein_3	WP_038674800.1	WP_172954532.1
OG0001538	protein_3	WP_038674810.1	WP_043030859.1
OG0001538	protein_2	WP_038674810.1	WP_206152557.1
OG0001539	protein_2	WP_038674812.1	WP_126436739.1
OG0001539	protein_3	WP_038674812.1	WP_038674812.1
OG0001540	protein_3	WP_038674825.1	WP_172954513.1
OG0001540	protein_2	WP_038674825.1	WP_206159080.1
OG0001541	protein_3	WP_038674827.1	WP_154803935.1
OG0001541	protein_2	WP_038674827.1	WP_037578679.1
OG0001542	protein_3	WP_038674831.1	WP_154803958.1
OG0001542	protein_2	WP_038674831.1	WP_041785395.1
OG0001543	protein_3	WP_038674835.1	WP_038674835.1
OG0001543	protein_2	WP_038674835.1	WP_111690554.1
OG0001544	protein_2	WP_038674841.1	WP_172954538.1
OG0001544	protein_3	WP_038674841.1	WP_172954538.1
OG0001545	protein_2	WP_038674844.1	WP_247874349.1
OG0001545	protein_3	WP_038674844.1	WP_154804036.1
OG0001546	protein_2	WP_038674846.1	WP_037584068.1
OG0001546	protein_3	WP_038674846.1	WP_172954517.1
OG0001547	protein_2	WP_038674866.1	WP_206158937.1
OG0001547	protein_3	WP_038674866.1	WP_037580505.1
OG0001548	protein_2	WP_038674871.1	WP_037580510.1
OG0001548	protein_3	WP_038674871.1	WP_043030401.1
OG0001549	protein_2	WP_038674883.1	WP_115251456.1
OG0001549	protein_3	WP_038674883.1	WP_154804257.1
OG0001550	protein_3	WP_041788096.1	WP_021320253.1
OG0001550	protein_2	WP_041788096.1	WP_206158891.1
OG0001551	protein_2	WP_041788108.1	WP_206159069.1
OG0001551	protein_3	WP_041788108.1	WP_165623420.1
OG0001552	protein_3	WP_041788189.1	WP_154803693.1, WP_154803715.1
OG0001553	protein_2	WP_041788229.1	WP_206159011.1
OG0001553	protein_3	WP_041788229.1	WP_154803930.1
OG0001554	protein_3	WP_041790372.1	WP_021320970.1
OG0001554	protein_2	WP_041790372.1	WP_041785612.1
OG0001555	protein_2	WP_042670147.1	WP_042670147.1
OG0001555	protein_3	WP_042670147.1	WP_042670147.1
OG0001556	protein_3	WP_043029384.1	WP_172954521.1
OG0001556	protein_2	WP_043029384.1	WP_196820084.1
OG0001557	protein_2	WP_049780478.1	WP_206158895.1
OG0001557	protein_3	WP_049780478.1	WP_172954522.1
OG0001558	protein_3	WP_049780494.1	WP_232013957.1
OG0001558	protein_2	WP_049780494.1	WP_249093370.1
OG0001559	protein_2	WP_049780507.1	WP_012677828.1
OG0001559	protein_3	WP_049780507.1	WP_021320857.1
OG0001560	protein_2	WP_049780510.1	WP_043029841.1
OG0001560	protein_3	WP_049780510.1	WP_043029841.1
OG0001561	protein_3	WP_049780535.1	WP_172954539.1
OG0001561	protein_2	WP_049780535.1	WP_206156917.1
OG0001562	protein_2	WP_049780541.1	WP_049752574.1
OG0001562	protein_3	WP_049780541.1	WP_043053223.1
OG0001563	protein_2	WP_051488376.1	WP_231196106.1
OG0001563	protein_3	WP_051488376.1	WP_049963507.1
OG0001564	protein_3	WP_064484007.1	WP_021320912.1
OG0001564	protein_2	WP_064484007.1	WP_064484007.1
OG0001565	protein_3	WP_064484008.1	WP_024273194.1
OG0001565	protein_2	WP_064484008.1	WP_080280804.1
OG0001566	protein_2	WP_080004972.1	WP_206158926.1
OG0001566	protein_3	WP_080004972.1	WP_154804197.1
OG0001567	protein_2	WP_080004976.1	WP_206159062.1
OG0001567	protein_3	WP_080004976.1	WP_154803875.1
OG0001568	protein_3	WP_080004986.1	WP_232013906.1
OG0001568	protein_2	WP_080004986.1	WP_206158815.1
OG0001569	protein_3	WP_111692358.1	WP_111692358.1
OG0001569	protein_2	WP_111692358.1	WP_115266987.1
OG0001570	protein_3	WP_115267301.1	WP_012678193.1
OG0001570	protein_2	WP_115267301.1	WP_111689996.1
OG0001571	protein_3	WP_148255835.1	WP_172453602.1
OG0001571	protein_2	WP_148255835.1	WP_206156345.1
OG0001572	protein_2	WP_148255839.1	WP_206159016.1
OG0001572	protein_3	WP_148255839.1	WP_024273168.1
OG0001573	protein_3	WP_154224859.1	WP_154803809.1
OG0001573	protein_2	WP_154224859.1	WP_206158666.1
OG0001574	protein_2	WP_154224860.1	WP_206158617.1
OG0001574	protein_3	WP_154224860.1	WP_154803862.1
OG0001575	protein_3	WP_154224864.1	WP_154804315.1
OG0001575	protein_2	WP_154224864.1	WP_196819692.1
OG0001576	protein_3	WP_154293410.1	WP_154804128.1
OG0001576	protein_2	WP_154293410.1	WP_249093334.1
OG0001577	protein_2	WP_154293412.1	WP_012678467.1
OG0001577	protein_3	WP_154293412.1	WP_154804107.1
OG0001578	protein_3	WP_154293417.1	WP_154804038.1
OG0001578	protein_2	WP_154293417.1	WP_206158981.1
OG0001579	protein_2	WP_154293418.1	WP_206156347.1
OG0001579	protein_3	WP_154293418.1	WP_154804033.1
OG0001580	protein_2	WP_154293419.1	WP_042670316.1
OG0001580	protein_3	WP_154293419.1	WP_042670316.1
OG0001581	protein_2	WP_154293437.1	WP_206159013.1
OG0001581	protein_3	WP_154293437.1	WP_154803927.1
OG0001582	protein_3	WP_154293438.1	WP_012678073.1
OG0001582	protein_2	WP_154293438.1	WP_206159026.1
OG0001583	protein_3	WP_154293439.1	WP_154803912.1
OG0001583	protein_2	WP_154293439.1	WP_249093392.1
OG0001584	protein_3	WP_154293440.1	WP_154803850.1
OG0001584	protein_2	WP_154293440.1	WP_206158627.1
OG0001585	protein_3	WP_154293441.1	WP_012677961.1
OG0001585	protein_2	WP_154293441.1	WP_037581193.1
OG0001586	protein_2	WP_154293442.1	WP_037581040.1
OG0001586	protein_3	WP_154293442.1	WP_037581040.1
OG0001587	protein_3	WP_154293445.1	WP_038674217.1
OG0001587	protein_2	WP_154293445.1	WP_038674217.1
OG0001588	protein_2	WP_154293446.1	WP_206152453.1
OG0001588	protein_3	WP_154293446.1	WP_043983344.1
OG0001589	protein_2	WP_154293447.1	WP_043039118.1
OG0001589	protein_3	WP_154293447.1	WP_154803747.1
OG0001590	protein_3	WP_154293450.1	WP_228274124.1
OG0001590	protein_2	WP_154293450.1	WP_037579231.1
OG0001591	protein_2	WP_154293452.1	WP_111678556.1
OG0001591	protein_3	WP_154293452.1	WP_154804366.1
OG0001592	protein_3	WP_154293453.1	WP_154804320.1
OG0001592	protein_2	WP_154293453.1	WP_206158764.1
OG0001593	protein_3	WP_154293454.1	WP_154804297.1
OG0001593	protein_2	WP_154293454.1	WP_115251410.1
OG0001594	protein_3	WP_154293457.1	WP_154803605.1
OG0001594	protein_2	WP_154293457.1	WP_111678857.1
OG0001595	protein_3	WP_161572738.1	WP_154804206.1
OG0001595	protein_2	WP_161572738.1	WP_200831632.1
OG0001596	protein_2	WP_161572742.1	WP_021320860.1
OG0001596	protein_3	WP_161572742.1	WP_172954509.1
OG0001597	protein_2	WP_165620296.1	WP_206159020.1
OG0001597	protein_3	WP_165620296.1	WP_154803922.1
OG0001598	protein_2	WP_165620702.1	WP_206159083.1
OG0001598	protein_3	WP_165620702.1	WP_172954535.1
OG0001599	protein_3	WP_169724971.1	WP_228275438.1, WP_227687800.1
OG0001600	protein_2	WP_169724973.1	WP_196820070.1
OG0001600	protein_3	WP_169724973.1	WP_043040529.1
OG0001601	protein_3	WP_169724978.1	WP_172954530.1
OG0001601	protein_2	WP_169724978.1	WP_206158746.1
OG0001602	protein_3	WP_169724979.1	WP_172453605.1
OG0001602	protein_2	WP_169724979.1	WP_206158732.1
OG0001603	protein_2	WP_169724988.1	WP_169724988.1
OG0001603	protein_3	WP_169724988.1	WP_172454104.1
OG0001604	protein_2	WP_192884538.1	WP_043039120.1
OG0001604	protein_3	WP_192884538.1	WP_197718039.1
OG0001605	protein_2	WP_196820072.1	WP_196820072.1
OG0001605	protein_3	WP_196820072.1	WP_196820072.1
OG0001606	protein_3	WP_202619040.1	WP_232013915.1
OG0001606	protein_2	WP_202619040.1	WP_231191903.1
OG0001607	protein_2	WP_207618773.1	WP_229297295.1
OG0001607	protein_3	WP_207618773.1	WP_231872387.1
OG0001608	protein_3	WP_227687744.1	WP_165626699.1
OG0001608	protein_2	WP_227687744.1	WP_249093389.1
OG0001609	protein_2	WP_227687749.1	WP_206158969.1
OG0001609	protein_3	WP_227687749.1	WP_232013878.1
OG0001610	protein_2	WP_228269579.1	WP_111692456.1
OG0001610	protein_3	WP_228269579.1	WP_012677955.1
OG0001611	protein_2	WP_228269584.1	WP_228294441.1
OG0001611	protein_3	WP_228269584.1	WP_228294441.1
OG0001612	protein_2	WP_228269595.1	WP_111678856.1
OG0001612	protein_3	WP_228269595.1	WP_228274379.1
OG0001613	protein_3	WP_228269596.1	WP_232013918.1
OG0001613	protein_2	WP_228269596.1	WP_249093184.1
OG0001614	protein_3	WP_228269597.1	WP_232013914.1
OG0001614	protein_2	WP_228269597.1	WP_249093229.1
OG0001615	protein_2	WP_228269598.1	WP_206158805.1
OG0001615	protein_3	WP_228269598.1	WP_231187975.1
OG0001616	protein_2	WP_228269599.1	WP_249093250.1
OG0001616	protein_3	WP_228269599.1	WP_232013904.1
OG0001617	protein_3	WP_228269600.1	WP_232013903.1
OG0001617	protein_2	WP_228269600.1	WP_249093255.1
OG0001618	protein_2	WP_228269604.1	WP_234991596.1
OG0001618	protein_3	WP_228269604.1	WP_232013879.1
OG0001619	protein_3	WP_228269605.1	WP_231147393.1
OG0001619	protein_2	WP_228269605.1	WP_231191928.1
OG0001620	protein_3	WP_228269608.1	WP_230923250.1
OG0001620	protein_2	WP_228269608.1	WP_230923370.1
OG0001621	protein_3	WP_228269609.1	WP_231147402.1
OG0001621	protein_2	WP_228269609.1	WP_231154620.1
OG0001622	protein_3	WP_228269612.1	WP_231144810.1
OG0001622	protein_2	WP_228269612.1	WP_249093356.1
OG0001623	protein_2	WP_228269613.1	WP_228269162.1
OG0001623	protein_3	WP_228269613.1	WP_232013865.1
OG0001624	protein_2	WP_228269616.1	WP_043030657.1
OG0001624	protein_3	WP_228269616.1	WP_012515365.1
OG0001625	protein_3	WP_228269617.1	WP_154804396.1
OG0001625	protein_2	WP_228269617.1	WP_282957534.1
OG0001626	protein_2	WP_228269618.1	WP_249093266.1
OG0001626	protein_3	WP_228269618.1	WP_232013965.1
OG0001627	protein_3	WP_228269621.1	WP_043039170.1
OG0001627	protein_2	WP_228269621.1	WP_043039170.1
OG0001628	protein_2	WP_228269625.1	WP_227687753.1
OG0001628	protein_3	WP_228269625.1	WP_232013968.1
OG0001629	protein_2	WP_228274948.1	WP_231191982.1
OG0001629	protein_3	WP_228274948.1	WP_012680045.1
OG0001630	protein_2	WP_229296625.1	WP_229296625.1
OG0001630	protein_3	WP_229296625.1	WP_229296625.1
OG0001631	protein_2	WP_229297585.1	WP_206158742.1
OG0001631	protein_3	WP_229297585.1	WP_154804345.1
OG0001632	protein_2	WP_255313996.1	WP_012515880.1
OG0001632	protein_3	WP_255313996.1	WP_165623274.1
OG0001633	protein_3	WP_266095217.1	WP_043030874.1
OG0001633	protein_2	WP_266095217.1	WP_268810509.1
OG0001642	protein_3	WP_000105206.1	WP_154803684.1
OG0001643	protein_3	WP_000166942.1	WP_000166944.1
OG0001644	protein_3	WP_000182253.1	WP_154803682.1
OG0001645	protein_3	WP_000290864.1	WP_154803699.1
OG0001646	protein_3	WP_000447009.1	WP_043039297.1
OG0001648	protein_3	WP_012515451.1	WP_012515451.1
OG0001649	protein_3	WP_012515593.1	WP_012515593.1
OG0001650	protein_3	WP_012515596.1	WP_043038961.1
OG0001651	protein_3	WP_012677981.1	WP_154803855.1
OG0001652	protein_3	WP_012678093.1	WP_012678093.1
OG0001653	protein_3	WP_012679509.1	WP_012679509.1
OG0001654	protein_2	WP_012679835.1	WP_012679835.1
OG0001655	protein_3	WP_014622135.1	WP_232013894.1
OG0001656	protein_2	WP_014622164.1	WP_206158915.1
OG0001657	protein_2	WP_014622166.1	WP_206158916.1
OG0001658	protein_2	WP_014622167.1	WP_012678903.1
OG0001659	protein_2	WP_014622170.1	WP_043983904.1
OG0001660	protein_3	WP_014622323.1	WP_042670070.1
OG0001663	protein_3	WP_014622469.1	WP_154804059.1
OG0001664	protein_3	WP_014622472.1	WP_154804058.1
OG0001665	protein_3	WP_014622473.1	WP_154804057.1
OG0001666	protein_3	WP_014622474.1	WP_154804056.1
OG0001667	protein_3	WP_014622475.1	WP_154804055.1
OG0001668	protein_3	WP_014622476.1	WP_154804054.1
OG0001669	protein_3	WP_014622606.1	WP_154803686.1
OG0001670	protein_3	WP_014622610.1	WP_154803689.1
OG0001671	protein_3	WP_014622612.1	WP_154803692.1
